,annual_income,education_category,living_place,family_size,age,working_years,emp_stability,has_children,owns_realty_and_car,has_contact_information,credit_window,bad_client
34726,225000,3.0,3,2.0,30,6,True,False,True,False,36,False
16105,202500,3.0,3,2.0,44,1,False,False,False,False,9,False
20960,202500,3.0,3,1.0,51,3,False,False,False,False,43,False
17656,180000,3.0,3,2.0,46,8,True,False,False,False,60,False
1143,67500,3.0,3,3.0,40,9,True,True,True,True,5,False
25698,193500,3.0,3,1.0,50,26,True,False,False,False,43,False
270,157500,1.0,5,1.0,43,1,False,False,False,False,24,False
32918,108000,3.0,3,2.0,43,20,True,False,False,True,41,False
17905,108000,3.0,3,3.0,41,1,False,True,False,False,48,False
24985,121500,1.0,3,2.0,39,5,True,False,True,False,9,False
26160,90000,3.0,2,2.0,36,7,True,False,False,True,8,False
30566,225000,3.0,3,1.0,39,5,True,False,True,True,47,False
17288,112500,1.0,3,2.0,23,0,False,False,False,True,6,False
1620,270000,3.0,3,2.0,35,4,False,False,True,False,4,False
31186,112500,3.0,3,3.0,30,0,False,True,False,True,30,False
22006,337500,3.0,3,2.0,42,15,True,False,True,False,40,False
27309,112500,3.0,3,4.0,35,0,False,True,False,True,10,False
16637,202500,3.0,3,5.0,43,13,True,True,True,True,25,False
15345,315000,3.0,2,2.0,51,5,True,True,False,True,8,False
31317,157500,3.0,3,3.0,29,6,True,True,False,True,17,False
15451,144000,1.0,3,4.0,39,1,False,True,True,True,26,False
23732,180000,3.0,3,3.0,43,5,True,True,False,True,27,False
26591,157500,1.0,3,1.0,45,2,False,False,False,True,1,False
19862,157500,3.0,3,1.0,62,5,True,False,False,True,26,False
5982,202500,1.0,3,2.0,40,5,True,False,False,False,52,False
22641,81000,3.0,3,5.0,34,0,False,True,True,False,29,False
25839,135000,3.0,3,3.0,30,2,False,True,True,False,53,False
19278,135000,2.0,3,3.0,31,13,True,True,True,True,61,False
30796,180000,4.0,1,2.0,44,11,True,False,False,True,18,False
2780,202500,3.0,3,2.0,48,5,True,False,True,True,41,False
31640,112500,3.0,3,2.0,47,10,True,False,False,True,33,False
10317,90000,3.0,3,1.0,48,4,False,False,False,False,9,False
12671,225000,3.0,3,2.0,38,10,True,True,False,False,38,False
19008,225000,3.0,3,2.0,33,2,False,False,False,True,11,False
26158,90000,3.0,2,2.0,36,7,True,False,False,True,8,False
8357,135000,3.0,5,2.0,44,8,True,False,True,False,18,False
32351,139500,3.0,3,2.0,50,22,True,False,False,True,44,False
6597,180000,1.0,3,1.0,41,19,True,False,True,False,60,False
28507,126000,3.0,3,4.0,45,9,True,True,True,True,24,False
16015,112500,3.0,3,2.0,34,2,False,False,False,True,17,False
9737,315000,1.0,3,2.0,53,4,False,False,False,True,48,False
30509,119700,1.0,3,3.0,35,9,True,True,True,True,10,False
26494,144000,3.0,3,2.0,51,11,True,False,False,True,19,False
7432,67500,3.0,3,2.0,45,4,False,False,True,True,23,False
13785,121500,3.0,3,5.0,37,0,False,True,False,False,6,False
15897,202500,3.0,3,3.0,50,10,True,True,True,False,11,False
32621,157500,3.0,3,3.0,27,7,True,True,False,True,17,False
8796,112500,3.0,3,2.0,48,5,True,False,False,False,13,False
16510,135000,3.0,3,2.0,40,21,True,False,False,True,56,False
18116,202500,3.0,3,3.0,24,4,False,True,True,False,44,False
36071,315000,3.0,2,3.0,44,21,True,True,True,False,14,False
4654,135000,3.0,3,4.0,39,4,False,True,False,False,35,False
16108,202500,3.0,3,2.0,44,1,False,False,False,False,33,False
19229,90000,3.0,3,2.0,52,4,False,False,False,False,5,False
16761,225000,3.0,3,1.0,27,1,False,False,False,False,1,False
24285,90000,3.0,3,2.0,60,7,True,False,False,True,25,False
4823,270000,3.0,5,1.0,34,5,True,False,False,True,21,True
31609,157500,3.0,3,1.0,50,4,False,False,False,False,46,False
36221,103500,3.0,3,2.0,28,1,False,False,False,True,15,True
19924,225000,1.0,3,1.0,25,4,False,False,True,False,29,False
17808,135000,3.0,3,3.0,44,14,True,True,False,False,6,False
23822,247500,3.0,1,4.0,38,8,True,True,False,True,44,False
7215,126000,3.0,3,2.0,28,1,False,False,False,True,10,False
22548,135000,3.0,3,3.0,31,6,True,True,False,False,17,False
12729,360000,3.0,3,3.0,45,3,False,True,True,True,41,False
11914,135000,3.0,3,4.0,34,12,True,True,False,True,9,False
13546,180000,3.0,3,2.0,48,29,True,False,False,False,55,False
29467,247500,1.0,3,1.0,51,4,False,False,False,True,40,False
28309,126000,1.0,3,1.0,39,2,False,False,True,True,33,True
22685,225000,3.0,3,2.0,39,2,False,False,True,True,22,False
21460,171000,3.0,3,2.0,53,1,False,False,False,False,5,False
2388,67500,3.0,3,3.0,31,4,False,True,True,True,2,False
25107,270000,1.0,3,2.0,35,1,False,False,False,True,13,False
10358,126000,3.0,3,3.0,31,3,False,True,False,True,12,False
13555,112500,3.0,4,3.0,31,9,True,True,False,True,39,False
10529,270000,3.0,3,3.0,39,6,True,True,False,False,46,False
25513,315000,1.0,3,1.0,28,1,False,False,False,True,54,False
3440,67500,3.0,3,3.0,41,4,False,True,True,True,14,False
1742,225000,3.0,3,1.0,49,4,False,False,True,False,1,False
18665,202500,1.0,3,1.0,43,13,True,False,False,False,20,False
21009,225000,2.0,3,2.0,33,4,False,False,True,False,41,False
19938,135000,3.0,3,3.0,51,4,False,True,False,True,33,False
27829,202500,3.0,3,4.0,34,9,True,True,True,False,13,False
34742,135000,3.0,3,2.0,52,29,True,False,False,False,24,False
16392,112500,1.0,5,3.0,33,14,True,True,False,True,11,False
14047,225000,1.0,3,1.0,27,6,True,False,False,False,48,False
17049,315000,2.0,3,1.0,25,3,False,False,True,True,27,False
6838,180000,3.0,2,5.0,34,16,True,True,True,True,40,False
11314,225000,3.0,3,1.0,54,10,True,False,False,True,52,False
11080,120150,3.0,3,1.0,60,2,False,False,False,False,32,False
28207,157500,1.0,3,3.0,32,1,False,True,False,False,4,False
12736,225000,3.0,3,2.0,41,7,True,False,True,False,35,False
6527,135000,3.0,3,2.0,52,23,True,False,False,False,54,False
27175,270000,3.0,5,2.0,24,2,False,False,False,True,17,False
22281,90000,3.0,3,2.0,38,6,True,False,True,False,13,False
21429,225000,3.0,3,2.0,31,3,False,False,False,False,33,False
6214,123750,3.0,3,2.0,45,1,False,False,False,False,25,False
33196,99000,3.0,3,3.0,42,1,False,True,False,False,27,False
30481,135000,3.0,3,3.0,27,4,False,True,True,False,40,False
19455,157500,3.0,3,2.0,60,19,True,False,True,True,53,False
1780,99000,3.0,5,4.0,45,8,True,True,True,False,32,False
1007,135000,3.0,3,2.0,57,0,False,False,False,True,9,False
28978,112500,3.0,3,2.0,49,18,True,False,True,True,13,False
17680,247500,1.0,2,2.0,46,4,False,False,False,True,3,False
35874,180000,1.0,3,2.0,60,1,False,False,False,True,47,False
21758,112500,1.0,3,4.0,53,30,True,True,False,False,11,False
18054,360000,1.0,3,1.0,52,5,True,False,True,False,43,False
16096,157500,3.0,3,2.0,57,3,False,False,False,True,4,False
7217,126000,3.0,3,2.0,28,1,False,False,False,True,29,False
34600,67500,3.0,3,2.0,49,10,True,False,False,True,53,False
18402,270000,1.0,3,4.0,31,6,True,True,False,False,54,False
25858,157500,3.0,3,7.0,35,9,True,True,False,False,11,False
33139,360000,1.0,3,2.0,48,9,True,False,False,False,8,False
35286,112500,3.0,3,2.0,41,8,True,False,False,False,38,False
23209,126000,3.0,3,2.0,28,2,False,False,True,False,11,False
30019,135000,3.0,3,2.0,29,2,False,True,False,True,8,False
26796,175500,3.0,3,3.0,45,0,False,True,False,True,20,False
6760,157500,3.0,3,2.0,53,9,True,False,False,False,12,False
1138,225000,3.0,3,2.0,55,2,False,False,True,False,32,False
8323,180000,3.0,2,2.0,59,10,True,False,False,False,33,False
5894,360000,3.0,3,2.0,34,11,True,False,False,False,54,False
9784,247500,1.0,3,2.0,38,20,True,False,False,True,18,False
29362,90000,3.0,3,2.0,45,1,False,False,False,True,50,False
13902,103500,3.0,3,2.0,43,3,False,False,False,False,6,False
10326,360000,3.0,3,2.0,58,5,True,False,True,True,13,False
8583,166500,1.0,3,2.0,34,7,True,True,False,True,25,False
993,112500,3.0,3,2.0,45,12,True,False,False,False,61,False
24329,202500,1.0,5,1.0,23,0,False,False,False,True,40,False
957,112500,3.0,3,2.0,35,1,False,True,True,False,28,False
4547,270000,3.0,3,1.0,62,7,True,False,False,False,18,False
25310,90000,3.0,3,2.0,46,5,True,False,True,True,30,False
33153,112500,3.0,3,3.0,26,2,False,True,False,False,52,False
14159,117000,3.0,3,1.0,39,7,True,False,False,False,9,False
9715,157500,3.0,3,1.0,45,5,True,False,False,True,31,False
29176,315000,3.0,3,2.0,44,14,True,False,True,False,57,False
5654,189000,3.0,3,2.0,51,1,False,False,True,True,43,False
483,202500,3.0,3,2.0,56,0,False,False,False,True,45,False
34826,180000,3.0,3,2.0,30,3,False,False,True,False,43,False
24913,144000,3.0,3,1.0,39,3,False,False,False,False,57,False
34348,270000,1.0,3,3.0,56,0,False,True,True,False,50,False
26807,247500,3.0,5,1.0,32,0,False,False,True,False,8,False
4611,157500,3.0,3,2.0,54,3,False,False,False,False,32,False
12032,112500,3.0,3,2.0,40,2,False,False,False,True,56,False
25538,135000,3.0,3,3.0,41,5,True,True,True,False,5,False
32691,135000,3.0,3,2.0,40,5,True,False,False,False,41,False
253,157500,3.0,5,4.0,35,11,True,True,True,True,26,False
17308,110250,3.0,3,2.0,48,6,True,False,False,True,30,False
12367,247500,3.0,3,3.0,35,5,True,True,False,True,59,False
8447,270000,3.0,3,4.0,44,0,False,True,True,False,7,False
17947,135000,3.0,3,1.0,33,1,False,False,False,True,8,False
1755,90000,3.0,3,2.0,54,0,False,False,False,False,30,False
20761,130500,3.0,5,1.0,32,9,True,False,False,False,20,False
1843,292500,1.0,3,2.0,52,12,True,False,True,False,24,False
30810,72000,3.0,3,2.0,41,0,False,False,False,True,2,False
27718,157500,1.0,0,2.0,60,0,False,False,True,True,24,False
23001,76500,3.0,3,2.0,39,9,True,True,False,True,6,False
17131,247500,1.0,3,2.0,28,9,True,False,False,False,51,False
20726,180000,3.0,3,2.0,26,2,False,False,False,False,10,False
12204,126000,1.0,3,4.0,26,4,False,True,False,False,38,False
22292,243000,3.0,3,1.0,40,5,True,False,True,False,19,False
4901,157500,3.0,3,2.0,49,0,False,False,False,False,12,False
4415,121500,3.0,3,3.0,41,8,True,True,False,False,22,False
9705,202500,3.0,3,2.0,35,6,True,False,False,True,20,False
19304,135000,2.0,3,2.0,26,2,False,False,True,False,14,False
27727,157500,1.0,0,2.0,60,0,False,False,True,True,1,False
15466,112500,1.0,3,2.0,47,3,False,False,False,True,49,False
33077,180000,3.0,3,3.0,36,0,False,True,False,False,15,False
31063,76500,3.0,3,1.0,53,8,True,False,False,False,13,False
36124,270000,3.0,3,2.0,46,0,False,False,False,False,41,True
9127,180000,1.0,3,1.0,63,5,True,False,False,False,54,False
31624,220500,3.0,3,2.0,62,10,True,False,False,True,18,False
34144,315000,1.0,2,3.0,24,2,False,True,False,False,15,False
33668,135000,3.0,3,2.0,38,5,True,False,False,True,23,False
19682,157500,1.0,3,1.0,56,10,True,False,True,False,55,False
32465,292500,3.0,3,4.0,40,19,True,True,False,True,53,False
17614,157500,3.0,3,2.0,38,8,True,False,False,False,23,False
15856,360000,3.0,3,3.0,42,5,True,True,True,False,57,False
35919,220500,3.0,3,2.0,31,1,False,False,True,True,20,False
25628,112500,3.0,3,2.0,44,3,False,False,True,False,13,False
35516,360000,1.0,3,3.0,33,2,False,True,True,True,10,False
34351,270000,1.0,3,3.0,56,0,False,True,True,False,29,False
32414,180000,3.0,3,3.0,39,0,False,True,False,True,31,False
9029,135000,3.0,3,3.0,46,4,False,True,False,False,47,False
19704,360000,1.0,3,3.0,31,6,True,True,True,False,45,False
6520,112500,3.0,3,2.0,49,2,False,False,False,False,45,False
20519,112500,3.0,3,2.0,59,10,True,False,False,False,43,False
25551,180000,3.0,3,4.0,35,1,False,True,False,True,60,False
7010,180000,3.0,3,3.0,49,9,True,True,False,False,11,False
3608,225000,3.0,3,3.0,28,5,True,True,False,False,15,False
15617,180000,3.0,3,1.0,39,12,True,False,False,True,50,False
24541,126000,3.0,3,4.0,27,4,False,True,False,True,29,False
24136,180000,4.0,3,1.0,46,6,True,False,False,True,51,False
28446,112500,3.0,1,2.0,37,4,False,True,False,False,61,False
18310,292500,1.0,3,1.0,47,4,False,False,False,True,27,False
8073,157500,3.0,3,1.0,38,10,True,False,False,False,21,False
28041,76500,3.0,3,2.0,49,6,True,False,True,True,41,False
657,144000,2.0,3,3.0,27,0,False,True,False,True,10,False
31086,157500,1.0,3,2.0,56,6,True,False,False,True,27,False
7892,121500,3.0,3,2.0,49,4,False,False,False,False,52,False
27423,90000,3.0,3,3.0,44,5,True,True,False,True,11,False
15965,265500,3.0,3,2.0,43,9,True,False,False,True,23,False
23658,225000,3.0,3,2.0,41,10,True,True,False,True,6,False
8524,225000,3.0,3,2.0,43,10,True,True,False,False,5,False
15975,225000,3.0,3,1.0,48,1,False,False,False,False,18,False
34306,247500,1.0,3,2.0,41,0,False,False,False,False,34,False
24464,135000,3.0,3,4.0,38,6,True,True,True,True,32,False
21174,360000,3.0,3,1.0,56,20,True,False,False,True,31,False
17791,198000,2.0,3,2.0,26,0,False,True,False,False,17,False
9978,270000,2.0,3,2.0,43,6,True,False,False,True,30,False
28519,135000,3.0,3,2.0,55,28,True,False,False,False,43,False
15143,225000,3.0,3,1.0,57,2,False,False,False,False,6,False
8460,202500,3.0,2,2.0,50,9,True,False,False,False,59,False
20099,360000,1.0,3,2.0,31,5,True,False,True,False,61,False
22897,157500,3.0,3,1.0,42,4,False,False,True,False,3,False
20489,126000,3.0,3,2.0,55,0,False,False,False,True,23,False
24538,112500,2.0,3,4.0,29,5,True,True,False,False,12,False
11128,225000,3.0,3,2.0,29,1,False,False,True,False,11,False
11273,202500,1.0,3,2.0,25,0,False,False,False,True,51,False
14290,40500,3.0,3,2.0,34,13,True,False,False,True,41,False
14615,58500,1.0,3,4.0,38,16,True,True,False,False,45,False
19632,234000,1.0,3,2.0,60,14,True,False,False,True,54,False
12939,270000,3.0,3,4.0,39,0,False,True,True,True,21,False
18634,225000,3.0,3,3.0,51,6,True,True,False,True,18,False
7680,112500,3.0,3,1.0,49,1,False,False,False,False,47,False
28234,112500,3.0,4,2.0,43,24,True,False,False,False,52,False
5670,180000,3.0,3,1.0,53,3,False,False,False,False,25,False
33814,225000,3.0,3,2.0,36,0,False,False,False,False,16,False
12603,180000,1.0,3,3.0,22,0,False,True,True,False,2,False
26431,67500,3.0,5,2.0,44,7,True,False,False,True,54,False
16647,270000,3.0,3,1.0,37,4,False,False,True,False,8,False
10641,180000,1.0,3,3.0,25,3,False,True,False,False,14,False
24813,135000,3.0,3,3.0,30,0,False,True,False,True,37,False
20320,135000,3.0,3,1.0,63,9,True,False,False,True,14,False
31318,157500,3.0,3,3.0,29,6,True,True,False,True,12,False
892,360000,1.0,3,2.0,54,20,True,False,True,False,7,False
31843,157500,1.0,3,3.0,47,0,False,True,True,False,2,False
9757,108000,3.0,3,2.0,39,11,True,True,False,True,42,False
18723,270000,1.0,3,3.0,40,0,False,True,False,True,9,False
25642,153000,3.0,3,2.0,51,1,False,False,False,True,14,False
35970,63000,3.0,3,2.0,46,0,False,False,False,True,17,False
16755,202500,3.0,3,2.0,51,32,True,False,True,True,42,False
32675,225000,1.0,3,1.0,55,2,False,False,False,True,2,False
23076,202500,1.0,3,4.0,37,8,True,True,False,True,53,False
6455,315000,3.0,3,3.0,30,6,True,True,False,True,22,False
684,135000,3.0,3,2.0,43,1,False,False,False,True,9,False
30518,144000,3.0,5,1.0,28,4,False,False,False,True,6,False
10459,225000,1.0,5,4.0,29,4,False,True,False,False,42,False
28425,225000,3.0,3,3.0,29,11,True,True,True,True,26,False
17344,135000,2.0,3,3.0,28,7,True,True,False,True,27,False
8256,121500,3.0,0,2.0,32,4,False,False,False,True,5,False
32460,326250,1.0,3,2.0,32,0,False,False,False,True,51,False
21479,225000,3.0,3,3.0,35,6,True,True,False,False,41,False
28462,157500,3.0,3,3.0,49,4,False,True,False,False,38,False
9916,117000,3.0,3,3.0,38,1,False,True,False,False,2,False
13414,157500,3.0,3,3.0,31,5,True,True,True,False,52,False
8308,135000,3.0,3,1.0,39,2,False,False,False,True,11,False
16822,202500,1.0,3,2.0,40,5,True,False,True,False,14,False
2302,243000,1.0,3,3.0,39,16,True,True,False,True,23,False
28776,135000,3.0,0,1.0,55,4,False,False,False,False,12,False
14104,247500,3.0,3,2.0,48,0,False,False,False,False,4,False
16402,157500,3.0,3,1.0,48,21,True,False,False,True,55,False
25782,135000,3.0,3,2.0,27,5,True,False,True,False,30,False
1463,180000,3.0,3,2.0,34,1,False,False,True,False,37,False
19363,225000,3.0,3,2.0,33,1,False,False,False,False,32,False
33046,112500,3.0,3,2.0,54,4,False,False,True,False,39,False
33618,202500,3.0,5,2.0,37,1,False,True,False,True,32,False
8229,202500,3.0,3,3.0,44,9,True,True,False,True,6,False
1179,99000,3.0,3,1.0,27,3,False,False,False,True,10,False
34935,58500,3.0,3,2.0,42,13,True,False,False,True,15,False
4569,157500,3.0,5,2.0,24,4,False,False,True,True,27,False
1381,90000,3.0,3,2.0,58,3,False,False,True,False,6,False
7611,288000,3.0,3,2.0,54,12,True,False,False,False,39,False
17055,157500,3.0,3,2.0,59,3,False,False,False,False,10,False
6401,360000,3.0,3,4.0,36,2,False,True,True,True,15,False
5668,180000,3.0,3,1.0,53,3,False,False,False,False,27,False
23195,126000,3.0,3,2.0,28,2,False,False,True,False,45,False
34402,180000,3.0,3,3.0,38,2,False,True,False,False,35,False
36440,121500,3.0,3,2.0,51,16,True,False,False,False,24,False
32276,360000,3.0,3,3.0,41,7,True,True,False,True,19,False
5253,202500,2.0,3,3.0,37,4,False,True,False,True,8,False
1910,67500,1.0,3,3.0,34,4,False,True,False,False,9,False
25024,90000,1.0,1,4.0,34,0,False,True,False,False,3,False
23740,180000,3.0,5,1.0,28,7,True,False,False,True,42,False
12249,306000,1.0,3,2.0,29,3,False,False,False,False,28,False
13141,225000,3.0,2,2.0,39,9,True,False,True,False,46,False
34829,180000,3.0,3,2.0,30,3,False,False,True,False,43,False
30620,180000,1.0,3,4.0,31,3,False,True,True,True,25,False
11542,292500,3.0,3,4.0,33,7,True,True,True,True,11,False
12224,135000,1.0,3,2.0,33,11,True,False,False,True,12,False
22691,117000,3.0,3,2.0,56,6,True,False,False,False,7,False
12541,180000,3.0,3,4.0,28,1,False,True,False,True,24,False
17700,351000,3.0,3,1.0,51,0,False,False,False,True,49,False
27378,99000,1.0,3,2.0,40,15,True,False,False,False,24,False
3335,225000,2.0,3,2.0,51,32,True,False,True,True,53,False
3194,261000,3.0,3,1.0,23,2,False,False,False,True,9,False
17468,292500,3.0,4,2.0,46,2,False,False,True,False,30,False
25424,90000,3.0,3,2.0,37,16,True,False,False,False,4,False
9362,67500,1.0,3,2.0,31,8,True,False,False,True,38,False
9714,157500,3.0,3,1.0,45,5,True,False,False,True,29,False
6514,67500,1.0,3,2.0,33,4,False,False,False,True,9,False
12453,180000,3.0,3,3.0,43,5,True,True,True,True,26,False
10679,270000,3.0,3,2.0,45,2,False,True,False,False,5,False
15843,157500,3.0,3,3.0,39,10,True,True,False,False,14,False
9958,157500,3.0,3,1.0,36,2,False,False,False,False,27,False
21288,225000,3.0,3,2.0,38,2,False,False,False,False,47,False
28541,225000,3.0,3,3.0,32,10,True,True,True,True,39,False
16020,270000,3.0,3,2.0,50,16,True,False,True,True,30,False
25250,103500,3.0,3,4.0,32,4,False,True,True,False,17,False
22588,135000,3.0,2,2.0,45,25,True,True,False,False,35,False
16661,85500,3.0,3,4.0,39,8,True,True,True,False,36,False
19725,180000,3.0,3,3.0,36,4,False,True,True,False,33,False
13924,78750,3.0,3,1.0,22,0,False,False,True,True,5,False
2812,256500,1.0,3,2.0,58,4,False,False,True,True,18,False
31040,315000,1.0,3,2.0,38,13,True,False,False,True,41,False
5601,157500,3.0,3,2.0,48,5,True,False,False,True,37,False
24529,180000,2.0,3,2.0,37,11,True,False,True,False,6,False
9287,126000,3.0,3,2.0,39,6,True,False,True,True,61,False
6016,126000,3.0,5,5.0,33,3,False,True,False,True,19,False
19915,180000,3.0,3,2.0,35,3,False,False,True,False,17,False
14451,108000,3.0,3,3.0,38,8,True,True,False,False,40,False
4252,270000,1.0,3,4.0,37,1,False,True,True,True,59,False
9627,121500,3.0,3,2.0,28,1,False,False,False,True,27,False
35607,157500,1.0,4,2.0,28,6,True,False,False,False,22,False
15455,144000,1.0,3,4.0,39,1,False,True,True,True,32,False
25631,112500,3.0,3,2.0,44,3,False,False,True,False,53,False
21401,157500,3.0,3,3.0,42,1,False,True,False,False,34,False
