,annual_income,living_place,age,working_years,employed,emp_stability,has_children,owns_realty_and_car,has_contact_information,credit_window,bad_client
18774,247500,3,37,14,True,True,False,False,False,60,False
13929,135000,3,27,6,True,True,True,True,False,60,False
35523,157500,3,46,21,True,True,False,False,True,60,False
17656,180000,3,46,8,True,True,False,False,False,60,False
21146,135000,3,28,3,True,False,False,False,True,60,False
10484,99000,3,51,10,True,True,False,False,True,60,False
24873,126000,3,55,3,True,False,False,False,True,60,False
20483,90000,1,54,12,True,True,False,False,True,60,False
31543,157500,3,46,4,True,False,False,False,False,60,False
16230,90000,3,40,1,True,False,False,False,False,60,False
28596,180000,3,33,14,True,True,True,True,False,60,False
25450,135000,3,29,8,True,True,True,False,False,60,False
32836,225000,5,44,1,True,False,False,False,False,60,False
13437,90000,3,39,0,True,False,False,False,False,60,False
11845,315000,3,41,9,True,True,False,False,False,60,False
33904,112500,3,38,6,True,True,False,False,False,60,False
16063,157500,3,31,1,True,False,False,False,False,60,False
8885,112500,3,37,14,True,True,True,False,False,60,False
10930,90000,3,52,7,True,True,False,True,True,60,False
20562,315000,3,35,0,True,False,True,False,True,60,False
17802,171000,3,50,10,True,True,False,False,False,60,False
84,297000,4,42,8,True,True,False,False,False,60,False
11064,202500,3,44,7,True,True,False,False,False,60,False
19038,157500,3,35,2,True,False,True,True,False,60,False
18059,360000,3,52,5,True,False,False,True,False,60,False
24929,193500,3,55,0,True,False,False,True,True,60,False
15992,180000,5,36,3,True,False,True,True,False,60,False
19455,157500,3,60,19,True,True,False,True,True,60,False
2571,315000,3,40,8,True,True,True,True,True,60,False
8232,157500,3,59,18,True,True,False,False,False,60,False
2650,135000,3,27,4,True,False,False,False,True,60,False
19056,315000,4,47,3,True,False,True,False,False,60,False
8722,202500,3,54,0,True,False,False,True,True,60,False
422,267750,3,57,12,True,True,False,False,True,60,False
21036,69372,3,43,0,True,False,False,False,True,60,False
22248,292500,3,41,0,True,False,False,False,False,60,False
33898,112500,3,41,4,True,False,True,False,True,60,False
35881,180000,3,39,8,True,True,False,False,False,60,False
2999,225000,3,35,3,True,False,True,False,False,60,False
17543,315000,4,33,2,True,False,True,False,True,60,False
6773,180000,3,45,2,True,False,False,False,True,60,False
25246,315000,3,47,1,True,False,True,True,True,60,False
26120,72000,3,26,3,True,False,False,False,False,60,False
1240,90000,3,33,5,True,False,False,False,True,60,False
1777,99000,5,45,8,True,True,True,True,False,60,False
8504,135000,3,42,4,True,False,False,False,False,60,False
14606,324000,3,36,13,True,True,True,False,False,60,False
12946,126000,3,52,9,True,True,False,True,True,60,False
14030,157500,3,53,10,True,True,False,False,False,60,False
31946,180000,1,45,2,True,False,False,False,True,60,False
21742,202500,3,36,13,True,True,False,False,True,60,False
112,297000,4,42,8,True,True,False,False,False,60,False
16970,135000,3,36,7,True,True,True,False,False,60,False
15422,360000,3,34,7,True,True,True,False,True,60,False
33151,112500,3,26,2,True,False,True,False,False,60,False
21320,157500,3,46,5,True,False,False,False,False,60,False
26385,54000,3,30,12,True,True,True,False,True,60,False
11238,247500,3,30,1,True,False,True,False,True,60,False
8668,135000,3,52,13,True,True,False,False,True,60,False
7980,103500,3,55,2,True,False,False,False,False,60,False
14506,270000,3,41,3,True,False,False,False,False,60,False
3228,202500,3,51,23,True,True,False,False,False,60,False
22069,103500,3,39,18,True,True,True,False,True,60,False
27021,180000,3,47,0,True,False,False,True,False,60,False
3650,135000,3,24,2,True,False,False,True,False,60,False
1011,135000,3,57,0,True,False,False,False,True,60,False
23070,202500,3,37,8,True,True,True,False,True,60,False
26291,135000,3,39,9,True,True,False,True,True,60,False
35448,135000,5,37,3,True,False,True,False,False,60,False
18324,180000,3,38,5,True,False,False,False,True,60,False
17209,202500,3,26,5,True,False,False,False,True,60,False
24056,225000,3,37,2,True,False,True,False,True,60,False
15555,270000,3,54,12,True,True,False,False,True,60,False
29615,67500,3,24,0,True,False,True,False,True,60,False
13899,103500,3,43,3,True,False,False,False,False,60,False
12331,202500,3,34,13,True,True,False,False,False,60,False
31241,157500,1,31,9,True,True,True,False,False,60,False
8815,67500,3,29,2,True,False,False,False,True,60,False
23387,202500,3,28,1,True,False,True,False,False,60,False
28553,112500,3,53,9,True,True,False,False,False,60,False
590,198000,3,51,26,True,True,False,False,False,60,False
33384,189000,3,39,0,True,False,False,False,False,60,False
28275,180000,3,36,6,True,True,True,True,False,60,False
23559,103500,3,33,12,True,True,False,False,True,60,False
11038,315000,3,59,4,True,False,False,True,True,60,False
34361,112500,3,37,5,True,False,True,True,False,60,False
11264,135000,3,24,1,True,False,False,True,True,60,False
22897,157500,3,42,4,True,False,False,True,False,60,False
11802,270000,3,33,2,True,False,True,True,False,60,False
4095,270000,3,41,5,True,False,True,True,False,60,False
4889,135000,3,41,8,True,True,False,False,True,60,False
5761,292500,3,34,2,True,False,True,False,True,60,False
19340,225000,3,56,25,True,True,False,False,False,60,False
19796,270000,3,45,18,True,True,False,False,False,60,False
32618,157500,3,27,7,True,True,True,False,True,60,False
11522,144000,3,41,4,True,False,False,False,True,60,False
29783,202500,3,38,16,True,True,True,False,True,60,False
27001,135000,3,30,1,True,False,True,True,False,60,False
2693,135000,3,41,21,True,True,True,False,False,60,False
33835,180000,3,38,4,True,False,False,False,True,60,False
28965,225000,3,48,3,True,False,False,True,True,60,False
7153,157500,3,32,5,True,False,False,False,True,60,False
12558,225000,3,28,3,True,False,False,False,False,60,False
12281,67500,3,61,5,True,False,False,False,False,60,False
29012,157500,3,41,0,True,False,True,False,False,60,False
18241,225000,3,64,13,True,True,False,False,False,60,False
28706,135000,3,45,25,True,True,False,False,False,60,False
25624,225000,3,39,0,True,False,False,False,False,60,False
32660,180000,3,29,6,True,True,True,False,True,60,False
23398,81000,3,38,2,True,False,True,False,False,60,False
17974,202500,3,33,5,True,False,False,False,False,60,False
8537,270000,3,38,8,True,True,False,False,True,60,False
22164,225000,5,33,6,True,True,True,False,False,60,False
27909,112500,3,35,10,True,True,True,False,False,60,False
12457,180000,3,43,5,True,False,True,True,True,60,False
5564,360000,3,54,1,True,False,False,True,False,60,False
29281,135000,3,33,6,True,True,True,False,False,60,False
28395,337500,3,42,11,True,True,True,False,True,60,False
15833,247500,2,55,2,True,False,False,True,True,60,False
225,315000,3,28,5,True,False,False,True,False,60,False
29822,180000,4,26,3,True,False,True,False,True,60,False
11254,180000,3,38,6,True,True,True,False,True,60,False
20087,112500,3,27,2,True,False,True,False,False,60,False
17685,202500,3,35,4,True,False,False,False,True,60,False
27091,270000,3,30,1,True,False,True,False,False,60,False
35307,225000,5,25,2,True,False,False,False,True,60,False
35722,180000,3,36,10,True,True,True,False,True,60,False
36240,180000,3,31,10,True,True,True,False,False,60,True
28168,315000,3,42,16,True,True,True,True,False,60,False
31440,144000,3,36,13,True,True,False,False,False,60,False
23223,225000,3,33,10,True,True,False,True,False,60,False
23885,112500,3,28,4,True,False,False,False,True,60,False
5900,360000,3,34,11,True,True,False,False,False,60,False
21380,216000,3,54,27,True,True,False,False,True,60,False
6720,112500,3,58,2,True,False,False,False,False,60,False
23008,180000,3,29,4,True,False,True,False,True,60,False
12308,270000,2,46,3,True,False,False,False,True,60,False
12059,135000,3,40,6,True,True,True,False,False,60,False
18617,270000,3,50,27,True,True,True,False,False,60,False
29863,67500,3,33,3,True,False,False,False,True,60,False
21299,360000,3,64,3,True,False,False,True,True,60,False
11218,90000,3,49,1,True,False,False,False,True,60,False
20632,157500,3,31,8,True,True,False,False,True,60,False
6116,270000,3,33,0,True,False,False,True,False,60,False
6538,112500,3,35,3,True,False,False,False,False,60,False
19168,337500,3,50,20,True,True,False,True,False,60,False
12380,90000,3,52,3,True,False,False,False,True,60,False
11068,202500,3,44,7,True,True,False,False,False,60,False
36102,180000,3,48,6,True,True,False,False,False,60,False
3178,202500,3,32,4,True,False,False,True,False,60,False
33597,184500,3,34,2,True,False,True,False,True,60,False
1965,270000,3,46,0,True,False,False,False,False,60,False
736,270000,3,52,20,True,True,False,False,True,60,False
32743,360000,3,32,8,True,True,False,False,True,60,False
31255,229500,3,45,3,True,False,False,False,True,60,False
30615,180000,3,31,3,True,False,True,True,True,60,False
19947,252000,3,48,3,True,False,False,True,False,60,False
12207,130500,5,23,3,True,False,False,False,False,60,False
28357,225000,3,40,5,True,False,False,False,False,60,False
21088,179100,1,44,2,True,False,False,True,False,60,False
8050,175500,3,49,8,True,True,False,True,False,60,False
16492,315000,3,52,3,True,False,False,False,True,60,False
21800,90000,3,43,21,True,True,True,False,True,60,False
3831,135000,3,34,0,True,False,False,False,False,60,False
21461,202500,0,43,23,True,True,True,False,True,60,False
17927,315000,3,50,0,True,False,True,False,True,60,False
10806,103500,3,30,1,True,False,False,False,False,60,False
20253,162000,3,34,8,True,True,True,False,True,60,False
17298,225000,4,24,1,True,False,False,True,True,60,False
34937,58500,3,42,13,True,True,False,False,True,60,False
31587,135000,3,34,0,True,False,True,False,True,60,False
21670,180000,3,37,7,True,True,False,False,False,60,False
29380,144000,4,39,9,True,True,True,False,True,60,False
32642,202500,3,32,0,True,False,True,False,True,60,False
4395,117000,2,36,3,True,False,False,False,False,60,False
24118,166500,3,44,12,True,True,False,False,True,60,False
34573,157500,5,22,1,True,False,False,False,False,60,False
6238,247500,3,40,5,True,False,False,False,False,60,False
35175,135000,3,40,4,True,False,False,True,False,60,False
35616,112500,5,23,2,True,False,False,False,True,60,False
13272,225000,3,33,3,True,False,False,True,True,60,True
2882,180000,3,52,3,True,False,False,False,True,60,False
28539,162000,3,57,1,True,False,False,True,False,60,False
11270,103500,3,42,8,True,True,True,False,False,60,False
23521,225000,3,42,0,True,False,False,False,True,60,False
29969,157500,3,51,5,True,False,False,False,False,60,False
14476,157500,3,47,6,True,True,False,False,False,60,False
35764,135000,5,27,5,True,False,False,False,True,60,False
28921,135000,3,42,13,True,True,True,True,False,60,False
33786,180000,3,27,3,True,False,False,False,True,60,False
523,202500,3,47,3,True,False,False,False,True,60,False
9107,108000,3,33,6,True,True,False,False,True,60,False
6385,270000,3,29,1,True,False,False,True,False,60,False
32372,180000,3,49,0,True,False,False,False,True,60,False
32535,180000,3,29,3,True,False,False,False,True,60,False
4266,202500,3,44,7,True,True,False,False,True,60,False
26199,157500,2,49,8,True,True,False,False,True,60,False
29747,45000,3,37,0,True,False,True,False,False,60,False
15464,112500,3,47,3,True,False,False,False,True,60,False
7155,157500,3,32,5,True,False,False,False,True,60,False
22208,157500,3,34,11,True,True,True,True,True,60,False
7970,90000,3,51,8,True,True,False,False,True,60,False
29254,315000,3,47,1,True,False,True,True,False,60,False
29772,315000,3,30,2,True,False,False,False,True,60,False
20929,225000,3,36,3,True,False,False,False,False,60,False
9807,135000,3,34,3,True,False,False,False,True,60,False
16463,360000,3,40,5,True,False,True,False,False,60,False
4947,180000,5,27,1,True,False,True,False,True,60,False
19811,225000,3,47,0,True,False,True,True,False,60,False
28253,180000,3,31,1,True,False,True,False,True,60,False
33888,135000,3,24,6,True,True,False,False,True,60,False
36095,135000,3,44,24,True,True,True,False,False,60,False
11975,126000,3,42,6,True,True,False,False,True,60,False
2737,54000,3,42,0,True,False,True,False,False,60,False
25098,112500,3,27,6,True,True,True,False,True,60,False
27747,157500,3,41,6,True,True,True,True,True,60,False
25308,90000,3,46,5,True,False,False,True,True,60,False
320,270000,3,48,15,True,True,False,False,True,60,False
3647,90000,3,45,8,True,True,False,False,True,60,False
7212,126000,3,28,1,True,False,False,False,True,60,False
1572,135000,3,30,11,True,True,False,False,True,60,False
18647,202500,2,46,0,True,False,False,True,True,60,False
5638,247500,3,40,3,True,False,False,True,False,60,False
33953,157500,3,35,4,True,False,True,False,True,60,False
19859,225000,3,48,4,True,False,False,False,False,60,False
19612,135000,4,28,6,True,True,False,False,True,60,False
27623,180000,3,41,0,True,False,False,False,True,60,False
518,81000,5,39,9,True,True,False,False,True,60,False
1955,180000,3,32,0,True,False,True,True,True,60,False
11733,171000,3,54,23,True,True,False,False,True,60,False
26896,90000,3,50,14,True,True,False,False,False,60,False
21317,67500,3,28,5,True,False,True,False,True,60,False
12903,315000,3,42,10,True,True,False,False,True,60,False
13056,112500,3,38,1,True,False,False,False,False,60,False
14872,270000,3,49,27,True,True,False,False,False,60,False
31243,157500,1,31,9,True,True,True,False,False,60,False
27250,90000,3,44,2,True,False,False,False,False,60,False
16400,157500,3,48,21,True,True,False,False,True,60,False
15549,270000,3,54,12,True,True,False,False,True,60,False
4830,117000,3,31,4,True,False,True,False,True,60,False
35531,90000,3,45,6,True,True,False,False,False,60,False
7904,67500,3,36,2,True,False,True,False,False,60,False
2618,202500,3,43,11,True,True,False,True,True,60,False
30655,135000,3,32,1,True,False,True,False,False,60,False
33420,225000,3,49,1,True,False,False,False,True,60,False
4212,202500,3,23,2,True,False,False,False,True,60,False
18844,292500,3,54,8,True,True,False,False,True,60,False
34603,67500,3,49,10,True,True,False,False,True,60,False
33393,157500,3,46,1,True,False,True,False,False,60,False
31509,63000,3,37,3,True,False,True,True,True,60,False
33194,99000,3,42,1,True,False,True,False,False,60,False
7097,135000,3,52,1,True,False,False,True,True,60,False
27166,90000,3,53,5,True,False,False,False,True,60,False
13968,135000,3,40,14,True,True,True,True,False,60,False
27614,202500,3,28,2,True,False,True,False,True,60,False
4942,135000,3,45,22,True,True,False,False,True,60,False
19810,225000,3,47,0,True,False,True,True,False,60,False
25429,360000,3,48,6,True,True,False,True,True,60,False
27432,135000,0,36,1,True,False,False,False,True,60,False
16474,139500,3,51,0,True,False,False,False,True,60,False
23605,135000,3,44,20,True,True,False,False,True,60,False
32461,326250,3,32,0,True,False,False,False,True,60,False
26740,324000,4,49,3,True,False,True,False,False,60,False
